codigo_dane,tratamiento,edad,sexo,EGRA_Total,EGMA_Total,CSL_pct_correctas,DPSS_pct_correctas,LP_pct_correctas,CL_pct_correctas,miss_num_pct_correctas,comp_mat_op_pct_correctas,sums_pct_correctas,substract_pct_correctas,mult_div_pct_correctas,res_problems_pct_correctas,ruralidad,pdet,tei_nivel_pre,matricula_pre,pct_jornada_completa,composicion_grados,zona_C,zona_D,zona_E,tiene_tei_slope,tei_slope_pre,zona_ptafi
119001003981,1,9,2,64.87,84.44500000000001,15.0,96,48.48,100.0,80,70,100,100.0,90,66.67,0.0,0.0,96.70943209628568,1399.0,0.0,4.0,False,True,False,1,3.694207178719765,D
195001001111,1,8,2,66.2575,78.345,26.67,92,63.03,83.33,100,70,96,74.07,80,50.0,0.0,1.0,83.01764567898707,1586.0,0.0,4.0,False,False,True,1,3.9711727661370446,E
366001000670,0,8,2,62.4025,82.84,21.67,84,60.61,83.33,90,80,100,70.37,90,66.67,0.0,0.0,97.53860577328943,442.0,100.0,4.0,True,False,False,0,,C
119001001474,0,9,2,41.485,57.37166666666667,10.0,72,33.94,50.0,90,60,72,55.56,50,16.67,0.0,0.0,98.90026346892544,1094.0,0.0,4.0,False,True,False,1,-1.849822712498764,D
325754004238,0,9,2,63.4075,46.14833333333333,33.33,100,70.3,50.0,60,20,48,55.56,60,33.33,0.0,0.0,99.29179282600856,1396.0,100.0,3.0,True,False,False,0,,C
166001002215,1,9,1,70.295,78.025,28.33,98,71.52,83.33,90,80,100,81.48,50,66.67,0.0,0.0,96.70943209628568,1094.0,0.0,4.0,True,False,False,0,,C
166001002215,1,8,2,65.515,72.16,40.0,76,46.06,100.0,80,80,100,62.96,60,50.0,0.0,0.0,96.70943209628568,1094.0,0.0,4.0,True,False,False,0,,C
168001000525,1,9,2,77.79499999999999,80.63,68.33,88,71.52,83.33,90,80,96,77.78,90,50.0,0.0,0.0,97.40737135118356,4193.0,25.948008585738137,4.0,True,False,False,1,0.1658523817208106,C
325754004238,0,9,2,46.1125,55.038333333333334,15.0,54,32.12,83.33,60,30,68,55.56,50,66.67,0.0,0.0,99.29179282600856,1396.0,100.0,3.0,True,False,False,0,,C
168001001921,0,8,2,59.1725,62.07333333333333,18.33,92,76.36,50.0,70,40,88,44.44,80,50.0,0.0,0.0,94.74079980653808,5252.0,0.0,4.0,True,False,False,1,-3.99579393534728,C
195001001111,1,9,2,69.6725,73.16,55.0,84,56.36,83.33,100,70,96,62.96,60,50.0,0.0,1.0,83.01764567898707,1586.0,0.0,4.0,False,False,True,1,3.9711727661370446,E
395001800056,0,8,1,39.325,76.93833333333333,18.33,62,43.64,33.33,90,80,92,62.96,70,66.67,0.0,1.0,0.9830508474576272,1094.0,0.0,4.0,False,False,True,0,,E
325754004238,0,10,2,55.675,75.655,28.33,78,49.7,66.67,80,70,88,59.26,90,66.67,0.0,0.0,99.29179282600856,1396.0,100.0,3.0,True,False,False,0,,C
119001001474,0,8,2,57.582499999999996,87.91333333333334,1.67,92,53.33,83.33,100,70,96,81.48,80,100.0,0.0,0.0,98.90026346892544,1094.0,0.0,4.0,False,True,False,1,-1.849822712498764,D
119001001474,0,9,2,43.1975,52.13666666666666,16.67,74,32.12,50.0,60,70,68,48.15,50,16.67,0.0,0.0,98.90026346892544,1094.0,0.0,4.0,False,True,False,1,-1.849822712498764,D
344430001176,0,9,1,57.465,73.69166666666668,11.67,100,51.52,66.67,70,60,84,81.48,80,66.67,0.0,0.0,99.56896551724138,301.0,0.0,4.0,False,False,False,0,,A
