locationEstudiante,locationSede,codigo_dane,tratamiento,par_id,pionero,edad,sexo,zona,ruralidad,pdet,zona_ptafi,tei_nivel_pre,tei_slope_pre,matricula_pre,num_jornadas,pct_jornada_completa,composicion_grados,CSL_total_correctas,CSL_pct_correctas,DPSS_total_correctas,DPSS_pct_correctas,LP_total_correctas,LP_pct_correctas,CL_total_correctas,CL_pct_correctas,miss_num_total_correctas,miss_num_pct_correctas,comp_mat_op_total_correctas,comp_mat_op_pct_correctas,sums_total_correctas,sums_pct_correctas,substract_total_correctas,substract_pct_correctas,mult_div_total_correctas,mult_div_pct_correctas,res_problems_total_correctas,res_problems_pct_correctas
78623966,168001000525,168001000525,1,6.0,0.0,9,1,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,25,41.67,30,60,71,43.03,3,50.0,6,60,5,50,23,92,23,85.19,10,100,6,100.0
78624310,125754002066,125754002066,1,11.0,1.0,8,2,URBANO,0.0,0.0,C,96.69445516527318,-0.7963177379537711,3021.0,3.0,0.0,4.0,13,21.67,36,72,95,57.58,5,83.33,8,80,5,50,18,72,16,59.26,4,40,2,33.33
78625115,325754004238,325754004238,0,11.0,1.0,9,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,14,23.33,14,28,59,35.76,6,100.0,6,60,7,70,24,96,27,100.0,5,50,5,83.33
78627427,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,27,45.0,41,82,90,54.55,3,50.0,8,80,9,90,25,100,24,88.89,10,100,6,100.0
78629076,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,12,20.0,30,60,71,43.03,2,33.33,7,70,7,70,24,96,18,66.67,9,90,2,33.33
78631278,325754004238,325754004238,0,11.0,1.0,9,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,11,18.33,24,48,107,64.85,5,83.33,8,80,8,80,23,92,15,55.56,9,90,4,66.67
78642362,168001001921,168001001921,0,6.0,0.0,9,1,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,7,11.67,50,100,114,69.09,2,33.33,9,90,7,70,25,100,26,96.3,10,100,0,0.0
78643955,168001000525,168001000525,1,6.0,0.0,9,2,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,5,8.33,26,52,68,41.21,4,66.67,6,60,6,60,22,88,15,55.56,5,50,3,50.0
78645901,395001800056,395001800056,0,10.0,0.0,9,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,12,20.0,44,88,98,59.39,5,83.33,5,50,4,40,15,60,14,51.85,5,50,1,16.67
78647253,195001001111,195001001111,1,10.0,0.0,9,2,URBANO,0.0,1.0,E,83.01764567898707,3.9711727661370446,1586.0,3.0,0.0,4.0,11,18.33,37,74,119,72.12,6,100.0,8,80,4,40,21,84,17,62.96,8,80,4,66.67
78654809,168001000525,168001000525,1,6.0,0.0,8,2,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,5,8.33,38,76,76,46.06,5,83.33,8,80,4,40,25,100,16,59.26,5,50,5,83.33
78657988,366001000670,366001000670,0,4.0,0.0,9,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,6,10.0,50,100,126,76.36,4,66.67,10,100,7,70,18,72,15,55.56,10,100,5,83.33
78659001,366001000670,366001000670,0,4.0,0.0,9,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,5,8.33,50,100,119,72.12,5,83.33,10,100,8,80,25,100,20,74.07,5,50,3,50.0
78659255,325754004238,325754004238,0,11.0,1.0,8,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,6,10.0,38,76,76,46.06,1,16.67,6,60,4,40,16,64,14,51.85,4,40,4,66.67
78676436,168001001921,168001001921,0,6.0,0.0,8,1,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,15,25.0,47,94,100,60.61,3,50.0,7,70,6,60,24,96,18,66.67,8,80,6,100.0
78680543,119001003981,119001003981,1,5.0,0.0,9,2,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,9,15.0,48,96,80,48.48,6,100.0,8,80,7,70,25,100,27,100.0,9,90,4,66.67
78706970,195001001111,195001001111,1,10.0,0.0,8,2,URBANO,0.0,1.0,E,83.01764567898707,3.9711727661370446,1586.0,3.0,0.0,4.0,16,26.67,46,92,104,63.03,5,83.33,10,100,7,70,24,96,20,74.07,8,80,3,50.0
78713894,366001000670,366001000670,0,4.0,0.0,8,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,13,21.67,42,84,100,60.61,5,83.33,9,90,8,80,25,100,19,70.37,9,90,4,66.67
78720081,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,6,10.0,36,72,56,33.94,3,50.0,9,90,6,60,18,72,15,55.56,5,50,1,16.67
78765163,325754004238,325754004238,0,11.0,1.0,9,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,20,33.33,50,100,116,70.3,3,50.0,6,60,2,20,12,48,15,55.56,6,60,2,33.33
78766491,166001002215,166001002215,1,,,9,1,,,,,,,,,,,17,28.33,49,98,118,71.52,5,83.33,9,90,8,80,25,100,22,81.48,5,50,4,66.67
78768019,166001002215,166001002215,1,,,8,2,,,,,,,,,,,24,40.0,38,76,76,46.06,6,100.0,8,80,8,80,25,100,17,62.96,6,60,3,50.0
78771657,168001000525,168001000525,1,6.0,0.0,9,2,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,41,68.33,44,88,118,71.52,5,83.33,9,90,8,80,24,96,21,77.78,9,90,3,50.0
78776176,325754004238,325754004238,0,11.0,1.0,9,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,9,15.0,27,54,53,32.12,5,83.33,6,60,3,30,17,68,15,55.56,5,50,4,66.67
78785368,168001001921,168001001921,0,6.0,0.0,8,2,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,11,18.33,46,92,126,76.36,3,50.0,7,70,4,40,22,88,12,44.44,8,80,3,50.0
78791512,195001001111,195001001111,1,10.0,0.0,9,2,URBANO,0.0,1.0,E,83.01764567898707,3.9711727661370446,1586.0,3.0,0.0,4.0,33,55.0,42,84,93,56.36,5,83.33,10,100,7,70,24,96,17,62.96,6,60,3,50.0
78791539,395001800056,395001800056,0,10.0,0.0,8,1,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,11,18.33,31,62,72,43.64,2,33.33,9,90,8,80,23,92,17,62.96,7,70,4,66.67
78797474,325754004238,325754004238,0,11.0,1.0,10,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,17,28.33,39,78,82,49.7,4,66.67,8,80,7,70,22,88,16,59.26,9,90,4,66.67
78803469,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,1,1.67,46,92,88,53.33,5,83.33,10,100,7,70,24,96,22,81.48,8,80,6,100.0
78806427,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,10,16.67,37,74,53,32.12,3,50.0,6,60,7,70,17,68,13,48.15,5,50,1,16.67
78836981,344430001176,344430001176,0,3.0,0.0,9,1,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,7,11.67,50,100,85,51.52,4,66.67,7,70,6,60,21,84,22,81.48,8,80,4,66.67
78839585,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,14,23.33,28,56,50,30.3,5,83.33,4,40,5,50,21,84,9,33.33,5,50,1,16.67
78856782,366001000670,366001000670,0,4.0,0.0,9,1,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,23,38.33,41,82,76,46.06,4,66.67,9,90,7,70,25,100,12,44.44,7,70,5,83.33
78906122,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,20,33.33,38,76,87,52.73,2,33.33,9,90,8,80,25,100,22,81.48,9,90,4,66.67
78909363,168001000525,168001000525,1,6.0,0.0,8,2,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,31,51.67,31,62,67,40.61,6,100.0,6,60,4,40,25,100,11,40.74,9,90,1,16.67
78961436,325754004238,325754004238,0,11.0,1.0,8,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,16,26.67,19,38,40,24.24,3,50.0,6,60,4,40,21,84,16,59.26,4,40,2,33.33
78971747,366001000670,366001000670,0,4.0,0.0,8,1,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,23,38.33,41,82,95,57.58,4,66.67,9,90,9,90,25,100,27,100.0,10,100,5,83.33
78977575,366001000670,366001000670,0,4.0,0.0,9,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,46,76.67,48,96,89,53.94,4,66.67,9,90,7,70,23,92,20,74.07,5,50,5,83.33
78977670,366001000670,366001000670,0,4.0,0.0,9,1,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,10,16.67,50,100,120,72.73,4,66.67,6,60,10,100,25,100,27,100.0,10,100,4,66.67
78986488,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,24,40.0,50,100,160,96.97,6,100.0,6,60,8,80,25,100,26,96.3,9,90,5,83.33
79218212,395001800056,395001800056,0,10.0,0.0,8,1,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,17,28.33,49,98,129,78.18,5,83.33,8,80,9,90,25,100,27,100.0,10,100,5,83.33
79218254,395001800056,395001800056,0,10.0,0.0,9,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,21,35.0,45,90,84,50.91,3,50.0,6,60,2,20,16,64,12,44.44,3,30,0,0.0
79218973,395001800056,395001800056,0,10.0,0.0,9,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,14,23.33,37,74,105,63.64,3,50.0,6,60,7,70,16,64,13,48.15,6,60,3,50.0
79219006,395001800056,395001800056,0,10.0,0.0,9,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,24,40.0,28,56,58,35.15,5,83.33,9,90,6,60,24,96,20,74.07,5,50,4,66.67
79219011,395001800056,395001800056,0,10.0,0.0,9,1,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,29,48.33,48,96,118,71.52,5,83.33,10,100,6,60,24,96,15,55.56,5,50,4,66.67
79219052,395001800056,395001800056,0,10.0,0.0,8,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,6,10.0,47,94,115,69.7,5,83.33,7,70,7,70,24,96,24,88.89,8,80,2,33.33
79219065,395001800056,395001800056,0,10.0,0.0,8,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,18,30.0,45,90,104,63.03,4,66.67,8,80,5,50,17,68,10,37.04,6,60,3,50.0
79219938,395001800056,395001800056,0,10.0,0.0,8,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,27,45.0,47,94,83,50.3,3,50.0,6,60,5,50,16,64,16,59.26,6,60,4,66.67
79220661,395001800056,395001800056,0,10.0,0.0,8,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,19,31.67,45,90,91,55.15,3,50.0,8,80,6,60,24,96,19,70.37,7,70,3,50.0
79220812,395001800056,395001800056,0,10.0,0.0,9,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,21,35.0,31,62,71,43.03,5,83.33,6,60,7,70,25,100,14,51.85,7,70,5,83.33
79220960,395001800056,395001800056,0,10.0,0.0,8,1,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,16,26.67,49,98,112,67.88,5,83.33,9,90,9,90,24,96,26,96.3,10,100,5,83.33
79221646,395001800056,395001800056,0,10.0,0.0,9,1,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,39,65.0,41,82,97,58.79,3,50.0,8,80,8,80,25,100,15,55.56,5,50,5,83.33
79221791,395001800056,395001800056,0,10.0,0.0,9,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,19,31.67,47,94,110,66.67,5,83.33,7,70,7,70,4,16,15,55.56,7,70,6,100.0
79222528,395001800056,395001800056,0,10.0,0.0,8,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,14,23.33,45,90,90,54.55,2,33.33,4,40,4,40,9,36,19,70.37,3,30,1,16.67
79222536,395001800056,395001800056,0,10.0,0.0,8,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,24,40.0,47,94,107,64.85,5,83.33,8,80,7,70,24,96,13,48.15,5,50,5,83.33
79223390,195001001111,195001001111,1,10.0,0.0,9,1,URBANO,0.0,1.0,E,83.01764567898707,3.9711727661370446,1586.0,3.0,0.0,4.0,13,21.67,46,92,91,55.15,2,33.33,9,90,6,60,23,92,13,48.15,5,50,3,50.0
79223398,395001800056,395001800056,0,10.0,0.0,9,1,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,24,40.0,34,68,63,38.18,5,83.33,7,70,7,70,24,96,18,66.67,7,70,6,100.0
79223418,395001800056,395001800056,0,10.0,0.0,9,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,30,50.0,39,78,61,36.97,6,100.0,10,100,7,70,25,100,15,55.56,6,60,5,83.33
79223482,395001800056,395001800056,0,10.0,0.0,8,1,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,17,28.33,48,96,141,85.45,2,33.33,9,90,7,70,25,100,11,40.74,5,50,5,83.33
79240897,168001001921,168001001921,0,6.0,0.0,9,2,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,9,15.0,42,84,64,38.79,5,83.33,5,50,4,40,24,96,14,51.85,5,50,2,33.33
79250726,376563001844,376563001844,0,7.0,0.0,10,1,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,1,1.67,45,90,105,63.64,5,83.33,4,40,7,70,4,16,13,48.15,3,30,3,50.0
79251678,119548000014,119548000014,1,2.0,0.0,9,1,URBANO,0.0,0.0,D,88.12728061959906,-3.300015784652686,941.0,2.0,0.0,4.0,5,8.33,26,52,68,41.21,3,50.0,9,90,7,70,24,96,11,40.74,10,100,3,50.0
79327861,395001800056,395001800056,0,10.0,0.0,8,1,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,26,43.33,37,74,79,47.88,5,83.33,9,90,8,80,22,88,16,59.26,5,50,4,66.67
79327878,195001001111,195001001111,1,10.0,0.0,9,1,URBANO,0.0,1.0,E,83.01764567898707,3.9711727661370446,1586.0,3.0,0.0,4.0,25,41.67,47,94,117,70.91,4,66.67,8,80,7,70,24,96,17,62.96,10,100,6,100.0
79329704,395001800056,395001800056,0,10.0,0.0,8,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,18,30.0,45,90,97,58.79,4,66.67,7,70,7,70,24,96,17,62.96,6,60,2,33.33
79412865,166001002215,166001002215,1,,,8,1,,,,,,,,,,,27,45.0,41,82,82,49.7,0,0.0,9,90,4,40,25,100,18,66.67,4,40,3,50.0
79520454,325754004238,325754004238,0,11.0,1.0,8,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,23,38.33,43,86,92,55.76,5,83.33,8,80,6,60,15,60,12,44.44,6,60,2,33.33
79553640,125126000232,125126000232,0,9.0,0.0,9,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,9,15.0,42,84,76,46.06,5,83.33,10,100,9,90,20,80,11,40.74,6,60,3,50.0
79578826,366001000670,366001000670,0,4.0,0.0,9,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,9,15.0,38,76,46,27.88,5,83.33,9,90,9,90,20,80,21,77.78,9,90,4,66.67
79596140,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,40,66.67,23,46,43,26.06,4,66.67,7,70,7,70,20,80,20,74.07,6,60,3,50.0
79797224,366001000670,366001000670,0,4.0,0.0,8,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,23,38.33,50,100,105,63.64,6,100.0,10,100,9,90,24,96,20,74.07,7,70,3,50.0
79801717,366001000670,366001000670,0,4.0,0.0,8,1,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,8,13.33,50,100,76,46.06,5,83.33,9,90,10,100,25,100,15,55.56,6,60,4,66.67
79805607,366001000670,366001000670,0,4.0,0.0,8,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,5,8.33,27,54,42,25.45,2,33.33,7,70,2,20,10,40,14,51.85,3,30,4,66.67
79811881,366001000670,366001000670,0,4.0,0.0,8,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,22,36.67,40,80,78,47.27,6,100.0,10,100,7,70,16,64,11,40.74,7,70,3,50.0
79902930,168001000525,168001000525,1,6.0,0.0,9,2,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,6,10.0,50,100,120,72.73,5,83.33,10,100,10,100,25,100,24,88.89,10,100,5,83.33
80257229,376563001844,376563001844,0,7.0,0.0,9,2,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,8,13.33,39,78,67,40.61,2,33.33,7,70,6,60,18,72,8,29.63,4,40,5,83.33
80257253,376563001844,376563001844,0,7.0,0.0,8,1,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,32,53.33,50,100,117,70.91,5,83.33,5,50,9,90,24,96,19,70.37,6,60,3,50.0
80257281,376563001844,376563001844,0,7.0,0.0,9,2,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,16,26.67,33,66,59,35.76,2,33.33,4,40,7,70,13,52,11,40.74,5,50,2,33.33
80257354,376563001844,376563001844,0,7.0,0.0,9,2,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,30,50.0,45,90,86,52.12,5,83.33,7,70,7,70,19,76,16,59.26,6,60,5,83.33
80258072,376563001844,376563001844,0,7.0,0.0,9,2,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,17,28.33,49,98,88,53.33,4,66.67,8,80,7,70,20,80,15,55.56,8,80,1,16.67
80263216,376563001844,376563001844,0,7.0,0.0,8,1,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,29,48.33,45,90,85,51.52,4,66.67,6,60,7,70,25,100,15,55.56,9,90,6,100.0
80263247,376563001844,376563001844,0,7.0,0.0,8,1,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,15,25.0,35,70,85,51.52,5,83.33,6,60,8,80,25,100,19,70.37,8,80,6,100.0
80293234,325754004238,325754004238,0,11.0,1.0,10,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,22,36.67,30,60,52,31.52,2,33.33,10,100,5,50,15,60,17,62.96,5,50,5,83.33
80321273,168001001921,168001001921,0,6.0,0.0,9,1,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,14,23.33,48,96,96,58.18,4,66.67,8,80,6,60,21,84,18,66.67,6,60,1,16.67
80329991,176563000032,176563000032,1,,,9,2,,,,,,,,,,,17,28.33,39,78,78,47.27,4,66.67,8,80,6,60,24,96,20,74.07,5,50,2,33.33
80343257,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,16,26.67,41,82,94,56.97,3,50.0,6,60,5,50,25,100,17,62.96,6,60,3,50.0
80343814,244430001635,244430001635,1,3.0,0.0,10,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,11,18.33,26,52,53,32.12,2,33.33,9,90,1,10,24,96,15,55.56,3,30,3,50.0
80347737,225126000288,225126000288,1,9.0,0.0,9,1,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,8,13.33,27,54,52,31.52,6,100.0,8,80,5,50,19,76,16,59.26,5,50,5,83.33
80366526,176563000032,176563000032,1,,,9,1,,,,,,,,,,,6,10.0,50,100,95,57.58,1,16.67,4,40,3,30,25,100,17,62.96,2,20,2,33.33
80367034,119548000014,119548000014,1,2.0,0.0,9,1,URBANO,0.0,0.0,D,88.12728061959906,-3.300015784652686,941.0,2.0,0.0,4.0,8,13.33,2,4,0,0.0,0,0.0,4,40,4,40,18,72,14,51.85,4,40,4,66.67
80373227,119001003981,119001003981,1,5.0,0.0,9,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,4,6.67,26,52,54,32.73,5,83.33,4,40,0,0,17,68,15,55.56,5,50,2,33.33
80373967,119548000251,119548000251,0,2.0,0.0,9,2,URBANO,0.0,0.0,D,90.9504481706702,0.9777490020274087,1230.0,2.0,0.0,4.0,19,31.67,35,70,61,36.97,5,83.33,5,50,7,70,17,68,19,70.37,1,10,2,33.33
80389346,125126000232,125126000232,0,9.0,0.0,10,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,17,28.33,27,54,39,23.64,6,100.0,5,50,5,50,11,44,7,25.93,2,20,1,16.67
80404625,119001003981,119001003981,1,5.0,0.0,9,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,12,20.0,28,56,60,36.36,2,33.33,8,80,6,60,23,92,23,85.19,9,90,4,66.67
80412326,325754004238,325754004238,0,11.0,1.0,8,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,22,36.67,29,58,98,59.39,5,83.33,10,100,9,90,25,100,19,70.37,9,90,5,83.33
80412501,225126000288,225126000288,1,9.0,0.0,10,2,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,15,25.0,31,62,51,30.91,3,50.0,9,90,1,10,14,56,15,55.56,5,50,2,33.33
80419338,125126000232,125126000232,0,9.0,0.0,10,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,25,41.67,47,94,88,53.33,6,100.0,10,100,9,90,18,72,16,59.26,10,100,6,100.0
80420362,125126000232,125126000232,0,9.0,0.0,9,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,15,25.0,46,92,97,58.79,4,66.67,10,100,6,60,21,84,16,59.26,5,50,2,33.33
80426504,325754004238,325754004238,0,11.0,1.0,9,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,11,18.33,24,48,101,61.21,5,83.33,8,80,5,50,22,88,20,74.07,5,50,3,50.0
80428038,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,19,31.67,36,72,77,46.67,6,100.0,8,80,7,70,20,80,14,51.85,8,80,6,100.0
80429677,125126000232,125126000232,0,9.0,0.0,10,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,13,21.67,38,76,108,65.45,5,83.33,9,90,7,70,16,64,13,48.15,4,40,4,66.67
80429869,176563000032,176563000032,1,,,9,1,,,,,,,,,,,13,21.67,32,64,69,41.82,4,66.67,8,80,8,80,24,96,16,59.26,5,50,3,50.0
80430998,125126000232,125126000232,0,9.0,0.0,10,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,7,11.67,49,98,122,73.94,4,66.67,7,70,10,100,23,92,13,48.15,4,40,5,83.33
80431331,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,19,31.67,42,84,117,70.91,6,100.0,10,100,8,80,24,96,18,66.67,9,90,3,50.0
80454531,168001001921,168001001921,0,6.0,0.0,9,1,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,7,11.67,48,96,109,66.06,3,50.0,7,70,8,80,25,100,25,92.59,7,70,3,50.0
80459373,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,10,16.67,36,72,117,70.91,5,83.33,5,50,5,50,17,68,15,55.56,5,50,3,50.0
80462402,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,16,26.67,23,46,52,31.52,3,50.0,5,50,7,70,17,68,15,55.56,6,60,2,33.33
80486267,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,12,20.0,35,70,97,58.79,3,50.0,7,70,7,70,22,88,15,55.56,6,60,1,16.67
80499307,366001000670,366001000670,0,4.0,0.0,9,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,12,20.0,22,44,88,53.33,5,83.33,8,80,4,40,11,44,12,44.44,5,50,1,16.67
80501303,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,30,50.0,39,78,82,49.7,5,83.33,9,90,7,70,25,100,22,81.48,7,70,3,50.0
80512326,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,17,28.33,32,64,100,60.61,4,66.67,10,100,10,100,25,100,21,77.78,7,70,3,50.0
80514255,168001000525,168001000525,1,6.0,0.0,9,1,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,13,21.67,29,58,116,70.3,5,83.33,7,70,7,70,25,100,23,85.19,8,80,4,66.67
80514313,195001001111,195001001111,1,10.0,0.0,9,2,URBANO,0.0,1.0,E,83.01764567898707,3.9711727661370446,1586.0,3.0,0.0,4.0,17,28.33,37,74,82,49.7,2,33.33,7,70,7,70,22,88,14,51.85,6,60,3,50.0
80518554,225126000288,225126000288,1,9.0,0.0,10,2,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,10,16.67,28,56,91,55.15,5,83.33,6,60,3,30,14,56,14,51.85,4,40,2,33.33
80528974,344430001176,344430001176,0,3.0,0.0,9,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,15,25.0,49,98,114,69.09,5,83.33,8,80,5,50,24,96,18,66.67,6,60,3,50.0
