locationEstudiante,locationSede,codigo_dane,tratamiento,par_id,pionero,edad,sexo,zona,ruralidad,pdet,zona_ptafi,tei_nivel_pre,tei_slope_pre,matricula_pre,num_jornadas,pct_jornada_completa,composicion_grados,CSL_total_correctas,CSL_pct_correctas,DPSS_total_correctas,DPSS_pct_correctas,LP_total_correctas,LP_pct_correctas,CL_total_correctas,CL_pct_correctas,miss_num_total_correctas,miss_num_pct_correctas,comp_mat_op_total_correctas,comp_mat_op_pct_correctas,sums_total_correctas,sums_pct_correctas,substract_total_correctas,substract_pct_correctas,mult_div_total_correctas,mult_div_pct_correctas,res_problems_total_correctas,res_problems_pct_correctas
80544295,325754004238,325754004238,0,11.0,1.0,9,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,17,28.33,50,100,160,96.97,6,100.0,10,100,6,60,25,100,18,66.67,7,70,4,66.67
80567003,176563000032,176563000032,1,,,10,2,,,,,,,,,,,30,50.0,44,88,103,62.42,5,83.33,8,80,8,80,25,100,19,70.37,9,90,5,83.33
80568874,366001000670,366001000670,0,4.0,0.0,9,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,5,8.33,18,36,62,37.58,3,50.0,5,50,3,30,19,76,15,55.56,5,50,2,33.33
80609238,176001043791,176001043791,1,1.0,1.0,10,2,URBANO,0.0,0.0,D,88.9038638514175,-1.1683834405399125,1260.0,1.0,0.0,4.0,6,10.0,27,54,44,26.67,1,16.67,4,40,2,20,9,36,10,37.04,5,50,0,0.0
80618927,395001800056,395001800056,0,10.0,0.0,9,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,19,31.67,46,92,97,58.79,5,83.33,10,100,8,80,25,100,16,59.26,7,70,5,83.33
80625461,325754004238,325754004238,0,11.0,1.0,9,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,21,35.0,15,30,25,15.15,3,50.0,7,70,4,40,15,60,12,44.44,4,40,3,50.0
80625550,325754004238,325754004238,0,11.0,1.0,8,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,37,61.67,41,82,78,47.27,4,66.67,10,100,4,40,25,100,20,74.07,6,60,5,83.33
80625676,325754004238,325754004238,0,11.0,1.0,9,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,15,25.0,49,98,165,100.0,6,100.0,9,90,8,80,24,96,22,81.48,9,90,5,83.33
80628645,325754004238,325754004238,0,11.0,1.0,9,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,15,25.0,33,66,87,52.73,3,50.0,9,90,7,70,24,96,18,66.67,8,80,6,100.0
80629293,325754004238,325754004238,0,11.0,1.0,8,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,13,21.67,34,68,65,39.39,3,50.0,6,60,2,20,23,92,15,55.56,5,50,1,16.67
80629317,325754004238,325754004238,0,11.0,1.0,9,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,20,33.33,44,88,94,56.97,4,66.67,10,100,4,40,19,76,0,0.0,8,80,4,66.67
80630140,325754004238,325754004238,0,11.0,1.0,9,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,12,20.0,49,98,123,74.55,5,83.33,9,90,8,80,24,96,14,51.85,4,40,2,33.33
80652003,168001000525,168001000525,1,6.0,0.0,10,1,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,7,11.67,49,98,102,61.82,6,100.0,10,100,5,50,17,68,14,51.85,8,80,3,50.0
80667537,119001003981,119001003981,1,5.0,0.0,10,2,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,12,20.0,35,70,113,68.48,4,66.67,5,50,4,40,20,80,17,62.96,1,10,2,33.33
80674987,195001001111,195001001111,1,10.0,0.0,9,2,URBANO,0.0,1.0,E,83.01764567898707,3.9711727661370446,1586.0,3.0,0.0,4.0,14,23.33,35,70,69,41.82,6,100.0,8,80,5,50,23,92,17,62.96,4,40,6,100.0
80676308,176001043791,176001043791,1,1.0,1.0,9,2,URBANO,0.0,0.0,D,88.9038638514175,-1.1683834405399125,1260.0,1.0,0.0,4.0,0,0.0,18,36,33,20.0,2,33.33,4,40,0,0,23,92,13,48.15,4,40,2,33.33
80679841,376563001844,376563001844,0,7.0,0.0,9,1,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,29,48.33,22,44,32,19.39,5,83.33,6,60,6,60,24,96,17,62.96,1,10,3,50.0
80681530,168001000525,168001000525,1,6.0,0.0,9,1,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,19,31.67,47,94,118,71.52,6,100.0,10,100,5,50,25,100,24,88.89,8,80,4,66.67
80688518,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,10,16.67,44,88,87,52.73,5,83.33,9,90,8,80,25,100,21,77.78,10,100,3,50.0
80688651,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,0,0.0,36,72,70,42.42,4,66.67,6,60,2,20,24,96,13,48.15,5,50,5,83.33
80690350,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,14,23.33,41,82,104,63.03,2,33.33,4,40,6,60,23,92,16,59.26,6,60,1,16.67
80699860,168001001921,168001001921,0,6.0,0.0,9,1,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,5,8.33,30,60,56,33.94,6,100.0,9,90,3,30,1,4,16,59.26,3,30,3,50.0
80703833,119548000014,119548000014,1,2.0,0.0,9,1,URBANO,0.0,0.0,D,88.12728061959906,-3.300015784652686,941.0,2.0,0.0,4.0,3,5.0,23,46,32,19.39,1,16.67,7,70,3,30,16,64,14,51.85,5,50,0,0.0
80705477,119548000014,119548000014,1,2.0,0.0,9,1,URBANO,0.0,0.0,D,88.12728061959906,-3.300015784652686,941.0,2.0,0.0,4.0,3,5.0,7,14,0,0.0,0,0.0,5,50,0,0,10,40,4,14.81,3,30,1,16.67
80714988,168001001921,168001001921,0,6.0,0.0,10,2,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,14,23.33,28,56,39,23.64,4,66.67,9,90,8,80,18,72,17,62.96,8,80,3,50.0
80719697,376563001844,376563001844,0,7.0,0.0,10,2,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,10,16.67,31,62,72,43.64,4,66.67,9,90,6,60,21,84,12,44.44,8,80,2,33.33
80721669,176001043791,176001043791,1,1.0,1.0,10,1,URBANO,0.0,0.0,D,88.9038638514175,-1.1683834405399125,1260.0,1.0,0.0,4.0,0,0.0,32,64,34,20.61,1,16.67,4,40,4,40,23,92,16,59.26,7,70,3,50.0
80722993,176001043791,176001043791,1,1.0,1.0,9,1,URBANO,0.0,0.0,D,88.9038638514175,-1.1683834405399125,1260.0,1.0,0.0,4.0,9,15.0,47,94,90,54.55,3,50.0,5,50,1,10,25,100,10,37.04,1,10,2,33.33
80723194,176001043791,176001043791,1,1.0,1.0,10,1,URBANO,0.0,0.0,D,88.9038638514175,-1.1683834405399125,1260.0,1.0,0.0,4.0,20,33.33,17,34,35,21.21,2,33.33,5,50,3,30,24,96,14,51.85,5,50,1,16.67
80723382,225126000288,225126000288,1,9.0,0.0,10,1,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,35,58.33,43,86,76,46.06,5,83.33,8,80,9,90,25,100,27,100.0,7,70,5,83.33
80723712,176001043791,176001043791,1,1.0,1.0,9,1,URBANO,0.0,0.0,D,88.9038638514175,-1.1683834405399125,1260.0,1.0,0.0,4.0,11,18.33,45,90,116,70.3,2,33.33,9,90,5,50,24,96,17,62.96,5,50,2,33.33
80724547,176001043791,176001043791,1,1.0,1.0,9,1,URBANO,0.0,0.0,D,88.9038638514175,-1.1683834405399125,1260.0,1.0,0.0,4.0,11,18.33,44,88,117,70.91,4,66.67,8,80,8,80,24,96,18,66.67,6,60,3,50.0
80724803,176001043791,176001043791,1,1.0,1.0,10,1,URBANO,0.0,0.0,D,88.9038638514175,-1.1683834405399125,1260.0,1.0,0.0,4.0,0,0.0,30,60,36,21.82,1,16.67,9,90,6,60,24,96,24,88.89,6,60,5,83.33
80728239,119548000014,119548000014,1,2.0,0.0,9,1,URBANO,0.0,0.0,D,88.12728061959906,-3.300015784652686,941.0,2.0,0.0,4.0,11,18.33,19,38,23,13.94,1,16.67,6,60,2,20,18,72,0,0.0,2,20,4,66.67
80743171,176563000032,176563000032,1,,,10,2,,,,,,,,,,,12,20.0,44,88,114,69.09,4,66.67,8,80,8,80,23,92,18,66.67,7,70,4,66.67
80768570,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,14,23.33,33,66,40,24.24,4,66.67,9,90,6,60,17,68,14,51.85,8,80,4,66.67
80772223,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,7,11.67,48,96,111,67.27,6,100.0,10,100,9,90,25,100,18,66.67,10,100,6,100.0
80778657,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,21,35.0,39,78,87,52.73,3,50.0,8,80,6,60,23,92,18,66.67,4,40,2,33.33
80779846,208573000072,208573000072,1,8.0,0.0,9,2,RURAL,1.0,0.0,A,99.37625004866297,0.8621434479534713,526.0,2.0,0.0,4.0,11,18.33,28,56,63,38.18,2,33.33,2,20,2,20,13,52,1,3.7,5,50,3,50.0
80799401,168001000525,168001000525,1,6.0,0.0,9,1,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,12,20.0,45,90,73,44.24,6,100.0,7,70,5,50,25,100,14,51.85,6,60,1,16.67
80799579,119548000251,119548000251,0,2.0,0.0,9,2,URBANO,0.0,0.0,D,90.9504481706702,0.9777490020274087,1230.0,2.0,0.0,4.0,8,13.33,30,60,62,37.58,3,50.0,8,80,6,60,22,88,17,62.96,5,50,5,83.33
80810449,168001000525,168001000525,1,6.0,0.0,10,2,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,10,16.67,47,94,115,69.7,5,83.33,7,70,8,80,25,100,19,70.37,10,100,1,16.67
80813974,119001003981,119001003981,1,5.0,0.0,9,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,7,11.67,32,64,77,46.67,3,50.0,4,40,7,70,18,72,18,66.67,5,50,1,16.67
80818596,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,10,16.67,42,84,62,37.58,4,66.67,9,90,7,70,25,100,15,55.56,5,50,5,83.33
80839818,119548000014,119548000014,1,2.0,0.0,9,1,URBANO,0.0,0.0,D,88.12728061959906,-3.300015784652686,941.0,2.0,0.0,4.0,9,15.0,27,54,46,27.88,6,100.0,9,90,9,90,25,100,18,66.67,9,90,6,100.0
80857760,195001001111,195001001111,1,10.0,0.0,8,1,URBANO,0.0,1.0,E,83.01764567898707,3.9711727661370446,1586.0,3.0,0.0,4.0,22,36.67,40,80,64,38.79,3,50.0,8,80,6,60,22,88,15,55.56,8,80,2,33.33
80863027,168001000525,168001000525,1,6.0,0.0,8,1,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,10,16.67,46,92,86,52.12,4,66.67,8,80,8,80,24,96,20,74.07,9,90,1,16.67
80874873,166001002215,166001002215,1,,,8,2,,,,,,,,,,,10,16.67,30,60,54,32.73,6,100.0,6,60,4,40,18,72,15,55.56,7,70,3,50.0
80893704,119001003981,119001003981,1,5.0,0.0,10,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,2,3.33,30,60,69,41.82,3,50.0,9,90,4,40,21,84,17,62.96,6,60,2,33.33
80898473,119548000251,119548000251,0,2.0,0.0,9,2,URBANO,0.0,0.0,D,90.9504481706702,0.9777490020274087,1230.0,2.0,0.0,4.0,11,18.33,23,46,51,30.91,3,50.0,5,50,7,70,17,68,14,51.85,5,50,1,16.67
80906762,168001000525,168001000525,1,6.0,0.0,8,2,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,5,8.33,41,82,59,35.76,1,16.67,7,70,4,40,21,84,17,62.96,5,50,1,16.67
80931282,119548000251,119548000251,0,2.0,0.0,9,2,URBANO,0.0,0.0,D,90.9504481706702,0.9777490020274087,1230.0,2.0,0.0,4.0,10,16.67,40,80,109,66.06,5,83.33,9,90,8,80,24,96,15,55.56,5,50,5,83.33
80942693,208573000072,208573000072,1,8.0,0.0,9,1,RURAL,1.0,0.0,A,99.37625004866297,0.8621434479534713,526.0,2.0,0.0,4.0,34,56.67,50,100,91,55.15,4,66.67,8,80,4,40,17,68,20,74.07,7,70,2,33.33
80963865,168001001921,168001001921,0,6.0,0.0,9,1,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,14,23.33,16,32,13,7.88,3,50.0,9,90,8,80,24,96,19,70.37,9,90,3,50.0
80997585,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,17,28.33,39,78,63,38.18,4,66.67,9,90,5,50,24,96,19,70.37,5,50,6,100.0
81027409,119548000014,119548000014,1,2.0,0.0,9,1,URBANO,0.0,0.0,D,88.12728061959906,-3.300015784652686,941.0,2.0,0.0,4.0,11,18.33,27,54,68,41.21,6,100.0,8,80,4,40,10,40,14,51.85,4,40,3,50.0
81027692,208573000072,208573000072,1,8.0,0.0,12,1,RURAL,1.0,0.0,A,99.37625004866297,0.8621434479534713,526.0,2.0,0.0,4.0,23,38.33,36,72,88,53.33,6,100.0,7,70,7,70,24,96,24,88.89,8,80,2,33.33
81037462,119001003981,119001003981,1,5.0,0.0,9,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,7,11.67,41,82,72,43.64,4,66.67,6,60,6,60,18,72,14,51.85,5,50,4,66.67
81040326,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,21,35.0,29,58,82,49.7,2,33.33,8,80,6,60,25,100,26,96.3,7,70,6,100.0
81047893,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,13,21.67,25,50,59,35.76,2,33.33,8,80,5,50,15,60,13,48.15,4,40,4,66.67
81063822,208573000072,208573000072,1,8.0,0.0,9,1,RURAL,1.0,0.0,A,99.37625004866297,0.8621434479534713,526.0,2.0,0.0,4.0,19,31.67,21,42,70,42.42,2,33.33,9,90,6,60,23,92,25,92.59,8,80,6,100.0
81064766,208573000072,208573000072,1,8.0,0.0,10,2,RURAL,1.0,0.0,A,99.37625004866297,0.8621434479534713,526.0,2.0,0.0,4.0,12,20.0,34,68,42,25.45,3,50.0,4,40,4,40,8,32,22,81.48,5,50,2,33.33
81101112,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,11,18.33,50,100,98,59.39,2,33.33,8,80,4,40,19,76,25,92.59,5,50,5,83.33
81117917,244430001635,244430001635,1,3.0,0.0,10,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,7,11.67,45,90,86,52.12,2,33.33,6,60,4,40,25,100,26,96.3,8,80,5,83.33
81150327,244430001635,244430001635,1,3.0,0.0,9,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,10,16.67,41,82,89,53.94,5,83.33,9,90,4,40,16,64,16,59.26,5,50,6,100.0
81157030,166001002215,166001002215,1,,,10,2,,,,,,,,,,,5,8.33,0,0,0,0.0,0,0.0,0,0,0,0,1,4,2,7.41,0,0,0,0.0
81177149,166001002215,166001002215,1,,,9,1,,,,,,,,,,,6,10.0,35,70,56,33.94,3,50.0,5,50,1,10,10,40,1,3.7,2,20,1,16.67
81179852,244430001635,244430001635,1,3.0,0.0,10,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,30,50.0,48,96,115,69.7,5,83.33,6,60,8,80,25,100,27,100.0,8,80,6,100.0
81183172,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,28,46.67,50,100,121,73.33,6,100.0,8,80,4,40,23,92,27,100.0,5,50,5,83.33
81188120,366001000670,366001000670,0,4.0,0.0,8,1,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,23,38.33,47,94,99,60.0,4,66.67,8,80,9,90,25,100,14,51.85,6,60,3,50.0
81192014,376563001844,376563001844,0,7.0,0.0,9,1,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,14,23.33,47,94,132,80.0,5,83.33,8,80,8,80,24,96,23,85.19,8,80,5,83.33
81193578,166001002215,166001002215,1,,,9,1,,,,,,,,,,,18,30.0,49,98,100,60.61,4,66.67,8,80,7,70,25,100,19,70.37,10,100,6,100.0
81193723,376563001844,376563001844,0,7.0,0.0,9,1,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,22,36.67,49,98,116,70.3,4,66.67,10,100,9,90,24,96,18,66.67,7,70,6,100.0
81193823,176563000032,176563000032,1,,,8,2,,,,,,,,,,,14,23.33,18,36,26,15.76,4,66.67,4,40,1,10,13,52,15,55.56,4,40,1,16.67
81199119,119548000251,119548000251,0,2.0,0.0,9,2,URBANO,0.0,0.0,D,90.9504481706702,0.9777490020274087,1230.0,2.0,0.0,4.0,0,0.0,30,60,71,43.03,1,16.67,8,80,5,50,25,100,21,77.78,5,50,3,50.0
81202013,119001003981,119001003981,1,5.0,0.0,9,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,10,16.67,29,58,89,53.94,4,66.67,7,70,6,60,18,72,13,48.15,4,40,1,16.67
81203884,168001000525,168001000525,1,6.0,0.0,10,1,URBANO,0.0,0.0,C,97.40737135118357,0.16585238172081063,4193.0,3.0,25.948008585738137,4.0,22,36.67,33,66,89,53.94,4,66.67,9,90,8,80,24,96,25,92.59,9,90,6,100.0
81224247,244430001635,244430001635,1,3.0,0.0,11,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,8,13.33,43,86,101,61.21,5,83.33,7,70,5,50,25,100,23,85.19,5,50,3,50.0
81228391,244430001635,244430001635,1,3.0,0.0,10,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,6,10.0,43,86,91,55.15,6,100.0,7,70,4,40,21,84,17,62.96,5,50,4,66.67
81251332,366001000670,366001000670,0,4.0,0.0,9,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,19,31.67,50,100,105,63.64,6,100.0,10,100,4,40,23,92,18,66.67,8,80,2,33.33
81252262,395001800056,395001800056,0,10.0,0.0,8,1,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,13,21.67,40,80,84,50.91,6,100.0,8,80,6,60,23,92,17,62.96,5,50,5,83.33
81263266,376001030965,376001030965,0,1.0,1.0,9,2,URBANO,0.0,0.0,D,95.16745953355237,,651.0,2.0,0.0,4.0,50,83.33,34,68,66,40.0,5,83.33,7,70,6,60,23,92,13,48.15,5,50,2,33.33
81263777,325754004238,325754004238,0,11.0,1.0,8,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,22,36.67,41,82,115,69.7,5,83.33,9,90,4,40,18,72,17,62.96,5,50,4,66.67
81316902,119001003981,119001003981,1,5.0,0.0,9,2,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,8,13.33,24,48,91,55.15,4,66.67,5,50,5,50,15,60,8,29.63,4,40,2,33.33
81335233,166001002215,166001002215,1,,,9,1,,,,,,,,,,,0,0.0,35,70,66,40.0,5,83.33,8,80,7,70,22,88,15,55.56,5,50,3,50.0
81344120,244430001635,244430001635,1,3.0,0.0,9,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,15,25.0,44,88,75,45.45,5,83.33,4,40,2,20,13,52,14,51.85,5,50,4,66.67
81427638,125126000232,125126000232,0,9.0,0.0,9,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,14,23.33,50,100,141,85.45,6,100.0,7,70,6,60,23,92,16,59.26,7,70,2,33.33
81430038,325754004238,325754004238,0,11.0,1.0,9,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,14,23.33,11,22,80,48.48,3,50.0,4,40,4,40,13,52,6,22.22,5,50,2,33.33
81436571,195001001111,195001001111,1,10.0,0.0,9,2,URBANO,0.0,1.0,E,83.01764567898707,3.9711727661370446,1586.0,3.0,0.0,4.0,14,23.33,42,84,138,83.64,5,83.33,8,80,7,70,24,96,14,51.85,4,40,3,50.0
81447725,366001000670,366001000670,0,4.0,0.0,9,1,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,17,28.33,43,86,63,38.18,4,66.67,9,90,7,70,18,72,11,40.74,10,100,4,66.67
81514097,176563000032,176563000032,1,,,9,2,,,,,,,,,,,11,18.33,49,98,125,75.76,3,50.0,6,60,6,60,19,76,15,55.56,4,40,3,50.0
81523152,166001002215,166001002215,1,,,8,1,,,,,,,,,,,0,0.0,46,92,95,57.58,5,83.33,9,90,9,90,24,96,27,100.0,5,50,3,50.0
81713457,176001043791,176001043791,1,1.0,1.0,9,2,URBANO,0.0,0.0,D,88.9038638514175,-1.1683834405399125,1260.0,1.0,0.0,4.0,51,85.0,18,36,30,18.18,5,83.33,6,60,7,70,21,84,9,33.33,8,80,2,33.33
81757852,325754004238,325754004238,0,11.0,1.0,8,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,9,15.0,49,98,107,64.85,4,66.67,9,90,1,10,13,52,14,51.85,2,20,4,66.67
81773121,244430001635,244430001635,1,3.0,0.0,9,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,13,21.67,50,100,109,66.06,6,100.0,10,100,10,100,25,100,23,85.19,9,90,6,100.0
81807381,325754004238,325754004238,0,11.0,1.0,8,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,54,90.0,48,96,115,69.7,6,100.0,7,70,6,60,22,88,14,51.85,9,90,6,100.0
81810328,395001800056,395001800056,0,10.0,0.0,9,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,19,31.67,44,88,74,44.85,6,100.0,10,100,8,80,25,100,16,59.26,8,80,5,83.33
81814572,325754004238,325754004238,0,11.0,1.0,9,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,26,43.33,46,92,103,62.42,5,83.33,4,40,7,70,25,100,19,70.37,8,80,6,100.0
81835708,325754004238,325754004238,0,11.0,1.0,9,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,13,21.67,41,82,102,61.82,4,66.67,7,70,5,50,7,28,12,44.44,3,30,3,50.0
81835774,325754004238,325754004238,0,11.0,1.0,9,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,15,25.0,50,100,132,80.0,6,100.0,9,90,8,80,25,100,27,100.0,7,70,5,83.33
81836760,119001003981,119001003981,1,5.0,0.0,10,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,11,18.33,1,2,6,3.64,3,50.0,3,30,0,0,3,12,3,11.11,1,10,0,0.0
81836784,325754004238,325754004238,0,11.0,1.0,8,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,24,40.0,46,92,102,61.82,5,83.33,10,100,9,90,23,92,21,77.78,10,100,6,100.0
81836851,325754004238,325754004238,0,11.0,1.0,8,1,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,32,53.33,31,62,115,69.7,5,83.33,8,80,5,50,24,96,18,66.67,5,50,4,66.67
81836940,325754004238,325754004238,0,11.0,1.0,9,2,URBANO,0.0,0.0,C,99.29179282600855,,1396.0,1.0,100.0,3.0,10,16.67,34,68,90,54.55,4,66.67,5,50,6,60,17,68,13,48.15,5,50,3,50.0
81839252,366001000670,366001000670,0,4.0,0.0,8,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,34,56.67,35,70,101,61.21,6,100.0,10,100,5,50,12,48,9,33.33,7,70,4,66.67
81849247,344430001176,344430001176,0,3.0,0.0,9,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,5,8.33,31,62,77,46.67,5,83.33,9,90,8,80,25,100,25,92.59,8,80,4,66.67
81856053,168001001921,168001001921,0,6.0,0.0,9,2,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,14,23.33,44,88,61,36.97,6,100.0,9,90,5,50,25,100,21,77.78,5,50,3,50.0
81862346,366001000670,366001000670,0,4.0,0.0,8,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,26,43.33,39,78,53,32.12,4,66.67,9,90,8,80,25,100,23,85.19,5,50,3,50.0
81864236,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,12,20.0,44,88,165,100.0,5,83.33,9,90,6,60,24,96,21,77.78,6,60,5,83.33
81870298,344430001176,344430001176,0,3.0,0.0,9,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,0,0.0,47,94,119,72.12,6,100.0,10,100,8,80,19,76,24,88.89,6,60,6,100.0
81888865,344430001176,344430001176,0,3.0,0.0,9,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,13,21.67,36,72,71,43.03,5,83.33,6,60,4,40,23,92,17,62.96,7,70,2,33.33
81889102,366001000670,366001000670,0,4.0,0.0,8,1,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,5,8.33,49,98,109,66.06,6,100.0,10,100,4,40,17,68,7,25.93,5,50,1,16.67
81899223,344430001176,344430001176,0,3.0,0.0,9,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,0,0.0,45,90,123,74.55,6,100.0,9,90,7,70,25,100,27,100.0,8,80,6,100.0
